Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|454.0|330
Estádio Bruno José Daniel, Santo André, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|478.0|378
Allianz Parque, São Paulo, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|627.0|437
Estádio Urbano Caldeira, Santos, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|531.0|394
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|454.0|330
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|429.0|316
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|459.0|324
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|418.0|296
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|21.2|67
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|147.0|138
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|473.0|364
Estádio Bruno José Daniel, Santo André, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|9.4|54
Allianz Parque, São Paulo, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|225.0|192
Estádio Urbano Caldeira, Santos, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|52.0|83
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|21.4|68
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|101.0|151
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|29.3|78
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|117.0|160
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|469.0|355
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|46.2|89
Allianz Parque, São Paulo, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|223.0|247
Estádio Urbano Caldeira, Santos, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|81.0|121
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|19.5|69
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|88.0|118
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Neo Química Arena, São Paulo, São Paulo, Brazil|38.7|97
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|34.0|58
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|389.0|288
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|145.0|133
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|113.0|132
Estádio Urbano Caldeira, Santos, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|166.0|175
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|98.0|117
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|106.0|130
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|95.0|108
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|88.0|97
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|364.0|272
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|121.0|150
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|127.0|131
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|59.0|82
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|95.0|116
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|78.0|86
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|103.0|111
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|240.0|198
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|183.0|151
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|297.0|272
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|294.0|247
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|214.0|184
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|198.0|169
Estádio Nabi Abi Chedid, Bragança Paulista, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|264.0|212
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|279.0|227
Estádio Municipal Walter Ribeiro, Sorocaba, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|294.0|220
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|225.0|179
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|332.0|286
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|326.0|255
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|266.0|207
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|230.0|178
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|88.0|97
Estádio Cícero Pompeu de Toledo, São Paulo, São Paulo, Brazil|Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|316.0|239
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|275.0|241
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|311.0|252
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|471.0|399
Estádio José Maria de Campos Maia, Mirassol, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|662.0|550
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|488.0|424
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|472.0|394
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|506.0|416
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|463.0|376
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|597.0|489
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|526.0|447
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|470.0|389
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|20.5|65
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|102.0|125
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|99.0|124
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|275.0|240
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|311.0|252
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|981.0|808
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1455.0|1133
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1010.0|805
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1009.0|829
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|987.0|828
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1056.0|835
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1105.0|936
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|1268.0|962
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|981.0|808
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|591.0|438
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|192.0|234
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|606.0|462
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|592.0|435
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|625.0|456
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|583.0|418
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|608.0|498
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|509.0|441
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|591.0|439
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|1574.0|1181
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|525.0|408
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|168.0|164
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|103.0|115
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|71.0|84
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|133.0|132
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|166.0|140
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|1108.0|857
Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|643.0|460
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1123.0|909
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1597.0|1245
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1179.0|907
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1151.0|929
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1139.0|908
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1221.0|936
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1215.0|967
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1297.0|1013
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1150.0|909
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|380.0|372
Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1715.0|1298
Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|1275.0|962
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1136.0|790
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1610.0|1114
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1165.0|786
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1164.0|807
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1142.0|806
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1212.0|815
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1390.0|933
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1423.0|941
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1136.0|790
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|125.0|180
Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1728.0|1162
Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|1261.0|843
Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|399.0|365
Estádio Distrital do Jardim Inamar, São Paulo, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|627.0|456
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|497.0|431
Estádio Primeiro de Maio, São Bernardo do Campo, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|646.0|489
Neo Química Arena, São Paulo, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|642.0|464
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|583.0|419
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|547.0|391
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|405.0|312
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|325.0|257
Estádio Dr. Oswaldo Teixeira Duarte, São Paulo, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|627.0|461
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|1583.0|1169
Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|415.0|369
Estádio Major José Levy Sobrinho, Limeira, São Paulo, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|484.0|356
Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|1615.0|1236
Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|Estádio Pedro Alves do Nascimento, Patrocínio, Minas Gerais, Brazil|1740.0|1151
Estádio Joaquim Portugal, São João Del Rei, Minas Gerais, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|415.0|393
Estádio Municipal Dr. Novelli Júnior, Itu, São Paulo, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|113.0|151
Estádio Brinco de Ouro da Princesa, Campinas, São Paulo, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|121.0|157
Estádio Doutor Adhemar de Barros, Araraquara, São Paulo, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|299.0|280
Estádio Santa Cruz, Ribeirão Preto, São Paulo, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|332.0|287
Estádio Francisco Stédile, Caxias do Sul, Rio Grande do Sul, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|793.0|669
Estádio Raimundo Sampaio, Belo Horizonte, Minas Gerais, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|590.0|437
Estádio 19 de Outubro, Ijuí, Rio Grande do Sul, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|963.0|771
Estádio José Pinheiro Borda, Porto Alegre, Rio Grande do Sul, Brazil|Allianz Parque, São Paulo, São Paulo, Brazil|949.0|652
