Gaucho|9|Grêmio|Novo Hamburgo|Porto Alegre|Rio Grande do Sul|Arena do Grêmio|24/02/2023|18:00|VAN2|Arena do Grêmio->Estádio dos Eucaliptos|2023-02-23 19:52:00|2:38
Gaucho|9|Aimoré|Internacional|São Leopoldo|Rio Grande do Sul|Estádio João Corrêa da Silveira|25/02/2023|14:30|VAN3|Estádio João Corrêa da Silveira->Estádio Olímpico Colosso da Lagoa|2023-02-24 13:05:00|5:55
Gaucho|9|São José RS|São Luiz|Porto Alegre|Rio Grande do Sul|Estádio Francisco Novelletto Neto|27/02/2023|17:00|VAN1|Estádio Francisco Novelletto Neto->Estádio Bento da Silva Freitas|2023-02-26 17:48:00|3:42
Gaucho|9|Caxias|Juventude|Caxias do Sul|Rio Grande do Sul|Estádio Francisco Stédile|27/02/2023|18:00|VAN2|Estádio Francisco Stédile->Arena do Grêmio|2023-02-26 19:44:00|2:46
Gaucho|9|Esportivo|Ypiranga Erechim|Bento Gonçalves|Rio Grande do Sul|Estádio Parque Esportivo Montanha dos Vinhedos|28/02/2023|18:00|VAN2|Estádio Parque Esportivo Montanha dos Vinhedos->Estádio Francisco Stédile|2023-02-27 21:01:00|1:29
Gaucho|10|Caxias|Ypiranga Erechim|Caxias do Sul|Rio Grande do Sul|Estádio Francisco Stédile|04/03/2023|14:30|VAN1|Estádio Francisco Stédile->Estádio Francisco Novelletto Neto|2023-03-03 16:02:00|2:58
Gaucho|10|Esportivo|Juventude|Bento Gonçalves|Rio Grande do Sul|Estádio Parque Esportivo Montanha dos Vinhedos|04/03/2023|17:00|VAN2|Estádio Parque Esportivo Montanha dos Vinhedos->Estádio Parque Esportivo Montanha dos Vinhedos|2023-02-27 21:01:00|0:00
Gaucho|10|São José RS|Avenida|Porto Alegre|Rio Grande do Sul|Estádio Francisco Novelletto Neto|04/03/2023|17:00|VAN3|Estádio João Corrêa da Silveira->Estádio Francisco Novelletto Neto|2023-03-03 20:18:00|1:12
Gaucho|10|Brasil de Pelotas|São Luiz|Pelotas|Rio Grande do Sul|Estádio Bento da Silva Freitas|04/03/2023|19:00|VAN4|Arena do Grêmio->Estádio Bento da Silva Freitas|2023-03-03 19:49:00|3:41
Gaucho|10|Aimoré|Novo Hamburgo|São Leopoldo|Rio Grande do Sul|Estádio João Corrêa da Silveira|05/03/2023|14:00|KIT1|Estádio João Corrêa da Silveira->Estádio Olímpico Colosso da Lagoa|2023-03-02 14:35:00|5:55
Gaucho|10|Grêmio|Internacional|Porto Alegre|Rio Grande do Sul|Arena do Grêmio|05/03/2023|18:00|VAN1|Estádio Francisco Stédile->Arena do Grêmio|2023-03-04 19:44:00|2:46
Gaucho|11|Avenida|Caxias|Santa Cruz do Sul|Rio Grande do Sul|Estádio dos Eucaliptos|11/03/2023|14:30|VAN1|Arena do Grêmio->Estádio dos Eucaliptos|2023-03-10 16:22:00|2:38
Gaucho|11|Juventude|Brasil de Pelotas|Caxias do Sul|Rio Grande do Sul|Estádio Alfredo Jaconi|11/03/2023|14:30|VAN2|Estádio Alfredo Jaconi->Estádio Parque Esportivo Montanha dos Vinhedos|2023-03-10 17:24:00|1:36
Gaucho|11|Novo Hamburgo|São José RS|Novo Hamburgo|Rio Grande do Sul|Estádio do Vale|11/03/2023|14:30|VAN3|Estádio Francisco Novelletto Neto->Estádio do Vale|2023-03-10 17:49:00|1:11
Gaucho|11|São Luiz|Aimoré|Ijuí|Rio Grande do Sul|Estádio 19 de Outubro|11/03/2023|14:30|VAN4|Estádio Bento da Silva Freitas->Estádio 19 de Outubro|2023-03-10 12:09:00|6:51
Gaucho|11|Internacional|Esportivo|Porto Alegre|Rio Grande do Sul|Estádio José Pinheiro Borda|11/03/2023|14:30|KIT1|Estádio José Pinheiro Borda->Estádio João Corrêa da Silveira|2023-03-08 19:49:00|1:11
Gaucho|11|Ypiranga Erechim|Grêmio|Erechim|Rio Grande do Sul|Estádio Olímpico Colosso da Lagoa|11/03/2023|14:30|KIT2|Estádio João Corrêa da Silveira->Estádio Olímpico Colosso da Lagoa|2023-03-08 15:05:00|5:55
Gaucho|SEMIFINALES|Caxias|Internacional|Caxias do Sul|Rio Grande do Sul|Estádio Francisco Stédile|18/03/2023|14:30|VAN1|Estádio Francisco Stédile->Estádio dos Eucaliptos|2023-03-17 15:22:00|3:38
Gaucho|SEMIFINALES|Ypiranga Erechim|Grêmio|Erechim|Rio Grande do Sul|Estádio Olímpico Colosso da Lagoa|19/03/2023|14:00|VAN2|Estádio Olímpico Colosso da Lagoa->Estádio Alfredo Jaconi|2023-03-18 13:16:00|5:14
Gaucho|SEMIFINALES|Grêmio|Ypiranga Erechim|Porto Alegre|Rio Grande do Sul|Arena do Grêmio|25/03/2023|14:30|VAN1|Estádio Francisco Stédile->Arena do Grêmio|2023-03-24 16:14:00|2:46
Gaucho|SEMIFINALES|Internacional|Caxias|Porto Alegre|Rio Grande do Sul|Estádio José Pinheiro Borda|26/03/2023|16:00|VAN1|Arena do Grêmio->Estádio José Pinheiro Borda|2023-03-25 19:36:00|0:54
Gaucho|FINAL|Caxias|Grêmio|Caxias do Sul|Rio Grande do Sul|Estádio Francisco Stédile|01/04/2023|14:30|VAN1|Estádio José Pinheiro Borda->Estádio Francisco Stédile|2023-03-31 16:00:00|3:00
Gaucho|FINAL|Grêmio|Caxias|Porto Alegre|Rio Grande do Sul|Arena do Grêmio|08/04/2023|14:30|VAN1|Estádio Francisco Stédile->Arena do Grêmio|2023-04-07 16:14:00|2:46
