Mineiro|1|Athletic Club|Tombense|São João Del Rei|Minas Gerais|Estádio Joaquim Portugal|21/01/2023|13:00|KIT1|Estádio Joaquim Portugal->Estádio Joaquim Portugal|0|0:00
Mineiro|1|Atlético Mineiro|Caldense|Belo Horizonte|Minas Gerais|Estádio Raimundo Sampaio|21/01/2023|14:30|KIT2|Estádio Raimundo Sampaio->Estádio Raimundo Sampaio|0|0:00
Mineiro|1|CA Patrocinense|Cruzeiro|Patrocínio|Minas Gerais|Estádio Pedro Alves do Nascimento|21/01/2023|17:00|KIT3|Estádio Pedro Alves do Nascimento->Estádio Pedro Alves do Nascimento|0|0:00
Mineiro|1|Pouso Alegre|América Mineiro|Pouso Alegre|Minas Gerais|Estádio Municipal Irmão Gino Maria Rossi|22/01/2023|16:30|KIT4|Estádio Municipal Irmão Gino Maria Rossi->Estádio Municipal Irmão Gino Maria Rossi|0|0:00
Mineiro|1|Democrata GV|Democrata SL|Governador Valadares|Minas Gerais|Estádio José Mammoud Abbas|23/01/2023|18:30|KIT5|Estádio José Mammoud Abbas->Estádio José Mammoud Abbas|0|0:00
Mineiro|2|Cruzeiro|Athletic Club|Belo Horizonte|Minas Gerais|Estádio Raimundo Sampaio|28/01/2023|08:30|KIT1|Estádio Raimundo Sampaio->Estádio Joaquim Portugal|2023-01-25 11:06:00|3:54
Mineiro|2|Democrata SL|Pouso Alegre|Sete Lagoas|Minas Gerais|Arena do Jacaré|28/01/2023|14:00|KIT2|Arena do Jacaré->Estádio Raimundo Sampaio|2023-01-25 18:34:00|1:56
Mineiro|2|Caldense|Democrata GV|Poços de Caldas|Minas Gerais|Estádio Dr. Ronaldo Junqueira|28/01/2023|14:00|KIT3|Estádio Dr. Ronaldo Junqueira->Estádio Pedro Alves do Nascimento|2023-01-25 14:11:00|6:19
Mineiro|2|Tombense|Atlético Mineiro|Muriaé|Minas Gerais|Estádio Soares de Azevedo|29/01/2023|09:00|KIT4|Estádio Municipal Irmão Gino Maria Rossi->Estádio Soares de Azevedo|2023-01-26 08:12:00|7:18
Mineiro|2|América Mineiro|Villa Nova|Belo Horizonte|Minas Gerais|Estádio Raimundo Sampaio|29/01/2023|16:30|KIT1|Estádio Raimundo Sampaio->Estádio Raimundo Sampaio|2023-01-25 11:06:00|0:00
Mineiro|3|Democrata GV|Athletic Club|Governador Valadares|Minas Gerais|Estádio José Mammoud Abbas|03/02/2023|18:30|KIT1|Estádio José Mammoud Abbas->Estádio Raimundo Sampaio|2023-01-31 19:12:00|5:48
Mineiro|3|Democrata SL|Villa Nova|Sete Lagoas|Minas Gerais|Arena do Jacaré|04/02/2023|14:00|KIT2|Arena do Jacaré->Arena do Jacaré|2023-01-25 18:34:00|0:00
Mineiro|3|América Mineiro|Cruzeiro|Brasília|Distrito Federal|Arena BRB Mané Garrincha|04/02/2023|14:30|KIT3|Estádio Dr. Ronaldo Junqueira->Arena BRB Mané Garrincha|2023-02-01 10:40:00|10:20
Mineiro|3|Pouso Alegre|CA Patrocinense|Pouso Alegre|Minas Gerais|Estádio Municipal Irmão Gino Maria Rossi|04/02/2023|15:00|KIT4|Estádio Municipal Irmão Gino Maria Rossi->Estádio Soares de Azevedo|2023-02-01 14:12:00|7:18
Mineiro|3|Tombense|Caldense|Muriaé|Minas Gerais|Estádio Soares de Azevedo|04/02/2023|17:00|KIT5|Estádio Soares de Azevedo->Estádio José Mammoud Abbas|2023-02-01 18:30:00|5:00
Mineiro|3|Betim EC|Atlético Mineiro|Ipatinga|Minas Gerais|Estádio João Lamego Neto|04/02/2023|17:00|KIT6|Estádio João Lamego Neto->Estádio João Lamego Neto|0|0:00
